Topic,Count,Name,Representation,Representative_Docs
230,89,230_nationalergonomicsmonth_autismawarenessmonth_awareness_involved,"['nationalergonomicsmonth', 'autismawarenessmonth', 'awareness', 'involved', 'students', 'autismacceptancemonth', 'social_facebook_202404_disabilities', 'resources', 'important', 'need']","['5 Stories That Matter for you to read this weekend 👇 \nhttps://www.afge.org/article/5-stories-that-matter/', 'Here are 5 Stories That Matter for you to read this weekend ⤵️ \n\nhttps://www.afge.org/article/5-stories-that-matter/', '5 stories you should read this week→ https://www.afge.org/article/5-stories-that-matter/']"
231,88,231_achievement_leading_1960_awards,"['achievement', 'leading', '1960', 'awards', 'nominees', 'award', 'guild', 'counsel', 'honorees', 'aftra']","['Congratulations to the #sagaftramember motion picture nominees! 🎉 #sagawards', ""Congratulations to the #sagaftramember nominees and recipients of tonight's #GoldenGlobes! We'll see you at the #SAGAwards!"", 'Congratulations to the #sagaftramember television nominees! 🎉 #sagawards']"
232,88,232_victims_committee_journalists_sympathies,"['victims', 'committee', 'journalists', 'sympathies', 'our', 'families', 'affected', 'responders', 'brothers', 'we']","['Our thoughts, prayers and condolences are with his loved ones.', 'Our thoughts and prayers are with Joe’s family, Pittsburgh Local 1 and his union brothers and sisters.', 'Our thoughts and prayers are with his loved ones.']"
233,88,233_unionspoweramerica_union_unions_unionspowerusa,"['unionspoweramerica', 'union', 'unions', 'unionspowerusa', 'labor', 'unionmoment', 'unionplusgiveagrand', 'unionplus', 'unionmoments', 'community']","['Want to win $40K?? 🥳 Union Plus just launched the #UnionsPowerAmerica Contest & it’s easy to enter: Share a story about how you power America on the job, at home or in your community & you could win HUGE CASH PRIZES from Union Plus! Enter now: https://unionplus.click/unionspowerusa. NO PURCHASE NECESSARY. See Rules at https://unionplus.click/unionspowerusa. Ends 7/26/23.', 'Union members - ready for your chance to win $50K?? 💸 It’s so easy to enter the Union Plus #UnionsPowerAmerica Contest: Share a story about how you or someone you know helps power America on the job, at home or in the community & you (or they) could win EPIC CASH PRIZES on Labor Day! Enter today: https://unionplus.click/unionspowerusa.\n \nNO PURCHASE NECESSARY. \nSee Rules at https://unionplus.click/unionspowerusa\nEnds 7/30/24', 'Union members - ready for your chance to win $50K?? 💸 It’s so easy to enter the Union Plus #UnionsPowerAmerica Contest: Share a story about how you or someone you know helps power America on the job, at home or in the community & you (or they) could win EPIC CASH PRIZES on Labor Day! \n\nEnter today: https://unionplus.click/unionspowerusa\n\nNO PURCHASE NECESSARY. See Rules at https://unionplus.click/unionspowerusa \nEnds 7/30/24.']"
234,87,234_immigrant_workers_commemorate_worker,"['immigrant', 'workers', 'commemorate', 'worker', 'honor', 'commemoration2021', 'raise', 'we', 'unite', 'womenshistorymonth']","['Powerful video on the history of the Triangle Shirtwaist Factory Fire. \n\nGood work New York State AFL-CIO.', 'Help Build the Triangle Fire Memorial -- Honoring the Victims and Legacy of the 1911 Triangle Shirtwaist Factory Fire', 'Today we remember the 146 garment workers who were killed in the Triangle Shirtwaist Factory fire in 1911.']"
235,86,235_workers_candidate_bipartisan_governor,"['workers', 'candidate', 'bipartisan', 'governor', 'bus', 'togetherwefighttogetherwewin', 'fta', 'local', 'public', 'our']","[""International President John Costa recently appeared on America's Work Force Radio to discuss how transit workers have been frontline heroes during the pandemic, the critical funding for the transit industry in the American Rescue Plan, contract fights, vaccine priority for transit workers. and other issues impacting ATU and our members. #TogetherWeFightTogetherWeWin"", 'Watch International President John Costa on the virtual American Prospect: Public Transportation in Crisis Forum if you missed it yesterday. IP Costa discussed the impact of the pandemic on frontline hero transit workers, how the ATU fought for protections for members, vaccine priority for transit workers, the American Rescue Plan, and other issues impacting transit workers and the industry.', 'Today, International President Costa joined FTA Administrator Nuria Fernandez and other transit leaders on a Federal Transit Administration (FTA) virtual National Transit Renewal Summit to discuss how to build back transit better to ensure transit operator safety. Costa discussed the safety and health challenges facing transit workers and solutions to address these issues for our members. #TogetherWeFightTogetherWeWin']"
236,86,236_members_consolidate_public_our,"['members', 'consolidate', 'public', 'our', 'aft', 'benefit', 'manage', 'resume', 'service', 'education']","['Questions about student debt? AFT is hosting a virtual student debt clinic TONIGHT at 7 PM ET to help our members navigate their debt. Learn more about PSLF and how you can save with Summer.\n\n➡️Register: https://cvent.me/17XZka', 'Do you have questions about your student debt? AFT is hosting a virtual student debt clinic TONIGHT at 7 PM ET to help our members navigate their student debt. Learn more about #PSLF, or how to Save with Summer here: https://cvent.me/17XZka', 'Questions about student debt? AFT is hosting a virtual student debt clinic TONIGHT at 7 PM ET to help our members navigate their debt. Learn more about Public Service Loan Forgiveness (PSLF) and how you can save with Summer.\n\n➡️Register: https://cvent.me/17XZka']"
237,86,237_union_union5146_unionplus_company,"['union', 'union5146', 'unionplus', 'company', 'members', 'officers', 'assistance', 'unionplusmortgage', 'lenders', 'family']","['Attention Boilermaker members! The AFL-CIO has just launched the Union Plus Mortgage Company to offer another mortgage financing provider to union families. The Union Plus Mortgage Company is a union-owned company, and offers union families access to a convenient online application, unionized loan officers, competitive rates on a wide range of mortgage options, and more. Learn more about this exciting new program: http://unionplus.deals/unionf7bb NMLS#1561829', 'Spring into home buying season with the mortgage program for union families. The Union Plus Mortgage program, with financing available through Union Plus Mortgage Company, offers a wide choice of lenders; an easy and convenient loan application; and much more. Apply now get a $500 gift card after closing. NMLS Number 1561829.\nhttps://unionplus.deals/vdt', 'Spring into home buying season with the mortgage program for union families. The Union Plus Mortgage program, with financing available through Union Plus Mortgage Company, offers a wide choice of lenders; an easy and convenient loan application; and much more. Apply now get a $500 gift card after closing. NMLS Number 1561829.  https://unionplus.deals/vdt']"
238,86,238_letartistswork_actors_org_artists,"['letartistswork', 'actors', 'org', 'artists', 'showrunner', 'ziwe', 'writers', 'acclaimed', 'lawact', 'wgae']","['🎙🎙 Host Alison Herman talks to #CatherineCalledBirdy writer/director Lena Dunham about the challenges of adaptation, the impact of success at an early age, discovering a love for outlining, and how it all comes back to the writing.\n\n🎧 Tune in to the latest #OnWritingPodcast episode wherever you listen to podcasts, and find shownotes and transcripts at https://wgaeast.org/onwriting', 'In the latest episode of the OnWriting Podcast, host Alison Herman talks to Meredith Scardino, the creator, showrunner, writer, and producer of GIRLS5EVA on Peacock TV, about the show’s writing and songwriting process what you learn from mentors like Stephen Colbert, Tina Fey, and Robert Carlock, and why so much of this series is about having agency over your own life.\n\n🎧 Tune in to the #OnWritingPodcast wherever you listen to podcasts, and find shownotes and transcripts at https://wgaeast.org/onwriting', ""In the latest episode of OnWriting, host Geri Cole chats with WE OWN THIS CITY co-creator/showrunner David Simon about how he sees his latest series as a coda to THE WIRE, the lessons he learned as a journalist that've helped him as a TV writer, why the war on drugs is one of the US's worst policies—and needs to end, and much more. \n\n🎧 Tune in to the #OnWritingPodcast wherever you listen to podcasts, and find shownotes and transcripts at https://wgaeast.org/onwriting""]"
239,85,239_workersfirstvoteunion_uswvotes_suffragists_citizens,"['workersfirstvoteunion', 'uswvotes', 'suffragists', 'citizens', 'enfranchised', 'voting', 'suffragettes', 'vote', 'suffrage', 'rights']","['Happy Women’s Equality Day! Today, we commemorate 100 years since the signing of the 19th Amendment and celebrate the women throughout history who have fought for the right to vote.', 'Today marks marking the 102nd anniversary of the ratification of the 19th Amendment and celebrating the continued work to ensure equality for all citizens.\n\nPassed by Congress June 4, 1919, and ratified on August 18, 1920, the 19th amendment granted women the right to vote', ""Today is Women's Equality Day! \n\nOn this date in 1920, the 19th Amendment was ratified, guaranteeing women's right to vote! 🗳️\n\n#1u #UnionStrong""]"
240,84,240_solidarity_employers_org_performers,"['solidarity', 'employers', 'org', 'performers', 'involved', 'join', 'actors', 'work', 'allies', 'support']","[""Not providing protections for ALL video game performers? That's ridiculous.\n\nCheck out sagaftra.org/videogamestrike to learn more about how YOU can support video game performers during the #VideoGameStrike. \n\n#LevelUpTheContract"", 'Repost if you 💜 video game performers!\n\nYour support during the #VideoGameStrike is crucial. Let the employers know they need to #LevelUpTheContract and give ALL video game performers A.I. protections! #SagAftraStrong\n\nLearn more at sagaftra.org/videogamestrike 🎮✊', 'Say it with us: I support video game performers! 🗣️\n\n#VideoGameStrike #LevelUpTheContract #SagAftraStrong \n\nWe are fighting to make sure that ALL video game performers get the A.I. protections they need. Get involved and show your support! Learn more at sagaftra.org/videogamestrike. 🎮💪']"
241,83,241_workers_lawmakers_actionnetwork_officials,"['workers', 'lawmakers', 'actionnetwork', 'officials', 'state', 'pressofatlanticcity', 'protect', 'washington', 'njspotlightnews', 'madeinamerica']","['""Oral arguments began Monday in a lawsuit that seeks to ban smoking in New Jersey casinos, with the United Autoworkers and the Casino Employees Against Smoking Effects group, or CEASE, arguing that it’s unconstitutional for the state’s Smoke-Free Air Act to carry an exception for casinos.""\n\nhttps://www.njspotlightnews.org/video/oral-arguments-begin-in-lawsuit-over-smoking-in-nj-casinos/', '“We know that non-smoking casinos outperform smoking casinos. So, it’s very frustrating to know that our state is fighting against us having a safe working environment.” \nGaming workers and UAW Region 9 leaders speak up against an unconstitutional loophole that allows smoking in NJ casinos. #StandUpUAW', 'Everyone deserves to work in a safe environment. \n\nNew Jersey casino workers — including UAW members in UAW Region 9 — are standing up to protect their health and well-being, demanding an end to smoking in casinos.']"
242,83,242_us_our_holiday_thanksgiving,"['us', 'our', 'holiday', 'thanksgiving', 'local', 'prepare', 'who', 'cub', 'communities', 'holidays']","[""The holiday season isn't over yet!\n\nThese United Food and Commercial Workers Local 1428 members and Albertsons employees show us how hard-working UFCW members make the holidays happen! #UFCW #WeMaketheHolidaysHappen"", 'UFCW Local 1996 member and Kroger employee Betsy shows us how hard-working UFCW members make the holidays happen! #UFCW #WeMaketheHolidaysHappen', 'These UFCW Local 371 members and Stop and Shop employees show us how hard-working UFCW members make the holidays happen! #UFCW #WeMaketheHolidaysHappen']"
243,83,243_strike_solidarity_workers_advocates,"['strike', 'solidarity', 'workers', 'advocates', 'strikesgiving', 'understaffing', 'united4all', 'employees', 'solidarityseason', 'bargaining']","[""When healthcare workers strike, it's a call for change. Kaiser, it's time to prioritize patients and your dedicated staff. The community has spoken. Kaiser Permanente Thrive executives to step up. #United4All #SolidaritySeason"", 'Solidarity forever with the 75,000 workers at Kaiser Permanente! When you win this fight, the entire working class will win as well. \n\nhttps://jacobin.com/2023/10/health-care-workers-strike-kaiser-permanente-short-staffing-crisis', 'In California, 18,000 Kaiser nurses are actively bargaining with Kaiser. “Our main priority is to forward and improve patient care for all Kaiser members. We have moral responsibility to make Kaiser accountable so that we can do the job properly and safely and really, really heal the patients that we care for,” Michelle Gutierrez Vo, RN.\n\nAre you a Kaiser patient? Text KAISER to 69866 stay in the loop about how you can help support Kaiser nurses.']"
244,82,244_workers_farmworkers_unions_worker,"['workers', 'farmworkers', 'unions', 'worker', 'labor', 'agenda', 'elect', 'employment', 'gov', 'work']","['Scott Walker is coming after your union. Again.', ""If you try to out-Scott Walker Scott Walker, you're going to have a bad time."", 'Scott Walker?! NO! \n\nA top adviser to Trump is saying they will be looking to Wisconsin Governor Scott Walker for ""guidance on major changes to the federal government workforce."" \n\nWhomever you voted for, as proud union brothers and sisters we can all agree that Scott Walker is an unacceptable choice for any cabinet position! No one has done more to single handily create a war on labor and unions than Governor Scott Walker. \n\nWe MUST to stand as one union and tell President-elect Trump that his promises to our union brothers and sisters did not include appointing the most infamous union busting Governor in recent history! \n\nhttp://bit.ly/2g1pdHx']"
245,81,245_everybodysunion_activist_go_nominate,"['everybodysunion', 'activist', 'go', 'nominate', 'helped', 'register', 'committee', 'at', 'uswng', 'uswcares']","['DID YOU KNOW you can save 💵💰 by registering for Next Gen early? Head over to usw.org/ngconference to learn more.\n#NG2024 #NextGen #EverybodysUnion #1u', 'The 2019 International Next Gen Conference inspired Jim Knox, VP of Local 351, and other Next Gen’ers to become leaders in our union and in their communities. Are you ready to take your activism to the next level? Get to the 2024 International Next Gen Conference! Register at usw.org/ngconference. #NG2024 #USW #NextGen #1u', 'Our amazing Next Gen committee met this week to continue planning the 2024 Next Gen International Conference! Make sure to check out www.usw.org/ngconference for details on how you can register! #NG2024 #NextGen #1u #USW']"
246,81,246_leadershipsummit_unified_sponsored_employees,"['leadershipsummit', 'unified', 'sponsored', 'employees', 'abc30', 'staff', 'association', 'san', 'state', 'assembly']","['Classified School Employee Week is May 21-27, 2023 and our theme for this year\'s celebration is ""Indispensable, Inspiring & Invincible""!\n\nEach May, California salutes the important contributions of classified school employees during “Classified School Employee Week” (CSEW) because classified employees have earned respect as educators and partners in the education community. More importantly, they have become recognized as the essential frontline workers who kept our schools running through the COVID-19 pandemic and helped schools reopen their doors to students of all ages. \n\nHow will your chapter be celebrating CSEW this year?\n\n#CSEW #CSEA #WeAreEssential', ""As we near the end of Classified School Employee Week, we want to hear the ways your chapter or school district have celebrated classified employees. Share with us below (photos welcome) and let's celebrate together!"", 'Happy Classified School Employee Week!']"
247,81,247_org_members_partners_benefits,"['org', 'members', 'partners', 'benefits', 'alliance', 'tuition', 'usa', 'pursuing', 'state', 'participating']","['The NATCA Benefits Committee is pleased to offer our Union’s members a benefit that assists those pursuing a college degree. The Penn State World Campus/NATCA alliance provides our members with a 5% tuition discount on all tuition rates, and college credit for completion of a certified NATCA Academy course.  NATCA members can also help a family member realize their dreams of pursuing a college education. This benefit extends to spouses, domestic partners, and children. The participating family member will receive all the same benefits as our members in the program.  Visit https://www.natca.org/benefits/ and find the Penn State logo under the ""Education/Kids"" tab for more info.', 'In a first-of-its-kind collaboration with Penn State University, NATCA is pleased to offer members a benefit that assists those pursuing a college degree. The Penn State World Campus / NATCA alliance provides our members with in-state tuition rates, a five percent (5 percent) tuition discount and college credit for completion of a certified NATCA Academy course(s).  \n\nNATCA members can also help a family member realize their dreams of pursuing a college education. This benefit extends to spouses, domestic partners, and children. The participating family member will receive all the same benefits as our members in the program.\n\nThe Penn State World Campus / NATCA alliance is just one way we’re committed to the success of our members. From growing as a person, as a member, in your career and in your community - the opportunity is here for you to shape and make your own.\n\nFor more information visit http://bit.ly/2dlatUJ or contact the NATCA Benefits Committee at benefits@natca.net. #TheNATCADifference', 'NATCA is pleased to offer its members a great benefit: The Penn State World Campus / NATCA alliance. This provides our members with in-state tuition rates, a five percent tuition discount and college credit for completion of a certified NATCA Academy course(s).  \n\nNATCA members can also help a family member realize their dreams of pursuing a college education. This benefit extends to spouses, domestic partners, and children. The participating family member will receive all the same benefits as our members in the program.\n\nThe Penn State World Campus / NATCA alliance is just one way we’re committed to the success of our members. From growing as a person, as a member, in your career and in your community- the opportunity is here for you to shape and make your own.\n\nFor more information visit http://www.worldcampus.psu.edu/b2b/natca or contact the NATCA Benefits Committee at benefits@natca.net.']"
248,80,248_2020_union_takeback2020_candidates,"['2020', 'union', 'takeback2020', 'candidates', 'workers', 'allies', 'our', 'actionnetwork', 'ga', 'senate']","['BREAKING: Over 1,200 UNITE HERE canvassers in NV, AZ, PA, GA to knock on 2.7 million doors in largest labor field operation in the country\n\nStatement from UNITE HERE on projected midterm canvassing numbers — \n\n“We decided to throw down in the 2022 midterms because we knew the stakes were too high. We had no choice but to invest our ground game in critically close swing states where we had recent success in securing wins for Democrats — Nevada, Arizona, Pennsylvania, and Georgia.\n\n“We’re up against Trump Republican candidates set to strip the rights of working-class people like the majority Black, Brown, and immigrant hospitality workers that UNITE HERE represents — and that represent a majority of UNITE HERE’s canvassers in the field.\n\n“UNITE HERE isn’t a union to back down from a fight — no matter how big the fight. That’s why we’re knocking on 2.7 million doors across the key swing states of Nevada, Arizona, Pennsylvania, and Georgia for the 2022 midterms.\n\nNV: 1,000,000 doors\nAZ: 750,000 doors\nPA: 950,000 doors\nGA: 17,000 doors\n\n“We are WORKERS TO THE FRONT, and we are over 1,200 canvassers strong across four key battleground states — and until the minute that polls close, we will be out there mobilizing voters for the pro-worker Democrats in our fight against fascism. Si se puede!”\n\n#midterms #midtermelections #midterms2022 #nevada #arizona #pennsylvania #georgia #politics', ""✊Knock!🚪\n✊Knock!🚪\n\n❓Who’s there❓\n\n🗣 UNITE HERE TO REMIND GEORGIA VOTERS THAT THE SENATE RUNOFF IS LESS THAN 2 WEEKS AWAY!\n\nWith 1️⃣3️⃣ days until the Georgia Senate runoff on January 5 — and its major implications for the lives and livelihoods of workers and their families in Georgia and throughout the country — UNITE HERE’s canvass team is now over 6️⃣0️⃣0️⃣ strong. 💪\n\nAs a result of COVID-19, hospitality workers have dealt with job loss and a broken unemployment system, loss of healthcare, and loss of family members and friends. The hospitality industry, which includes Georgia’s hotel, airport, and food service industries, has been among the hardest hit in the pandemic, and will be among the slowest to recover. And while Congress passed a second round of relief legislation, workers describe it as “too little, too late.”\n\nLed by laid off housekeepers, cooks, dishwashers, servers, and bartenders, among others, UNITE HERE canvassers are deeply committed to having a seat at the table and making sure that elected officials reflect the priorities of working people in Atlanta.\n\nIn partnership with key local allies, UNITE HERE Union members are already well-passed halfway to their goal of knocking on over one million doors to deliver the vote for Reverend Raphael Warnock and Jon Ossoff! \n\nLet's #TakeBackTheSenate!"", '⚡⚡⚡ The Democrats’ “secret weapon” to help win the Senate: UNITE HERE’s 1,000 union canvassers 🔥🔥🔥\n\nToday, hospitality workers with UNITE HERE join Democrats in Georgia and nationwide to celebrate a definitive win for Reverend Raphael Warnock and a promising lead for Jon Ossoff in the Georgia Senate run-off races. \n\nUNITE HERE’s effort was one part of a statewide coalitional effort that in all hit an unprecedented 9 million doors. \n\nOver 1,000 of UNITE HERE’s union housekeepers, cooks, dishwashers and airport concessions workers—who are mostly women and people of color—canvassed full-time in the Atlanta metro area and Columbus.\n\n⚡ UNITE HERE knocked on over 1.5 million doors as part of a larger 9 million-knock statewide effort to get out the vote for Rev. Raphael Warnock and Jon Ossoff.\n\n⚡ Each day, union members had 15,000 face-to-face conversations with Georgians about the runoff race.\n\n⚡ UNITE HERE ran the largest union field program in Georgia.\n\n⚡ UNITE HERE identified and made voting plans with 250,000 voters who supported the Democratic candidates.\n\n⚡ 76% of the voters UNITE HERE identified were Black; 87% were people of color.\n\nA relic of Jim Crow-era policies aimed at diluting the influence of Black voters, Georgia’s runoff elections have historically favored Republicans. Democrats have struggled in previous Georgia runoffs to maintain participation among Black voters and other voters of color critical to their success. \n\nMembers of UNITE HERE supercharged a program to reach those voters directly by mounting the largest door-to-door canvassing operation in its history, becoming a central figure in the multi-racial statewide effort that delivered the win for Democrats by hitting 9 million doors altogether.']"
249,78,249_workers_farmworkers_nfwa_labor,"['workers', 'farmworkers', 'nfwa', 'labor', 'association', 'activist', 'civil', 'agricultural', 'organizing', 'strike']","['Today is #CesarChavezDay! Cesar Chavez was a tireless labor activist and civil rights warrior. May his commitment to the values that bring working people together continue to inspire and inform our work.\n\nLearn more about Cesar Chavez with @sharemylesson: https://sharemylesson.com/collections/labor-leaders-cesar-chavez-dolores-huerta', 'Cesar Chavez dedicated his life to empowering working people. We honor his legacy on this Cesar Chavez Day and every day.', 'Today we honor Cesar Chavez!']"
250,78,250_workers_unionized_employees_committee,"['workers', 'unionized', 'employees', 'committee', 'industry', 'protection', 'executives', 'bureau', 'cwa', 'org']","[""Wow… It’s been two years since Wells Fargo's massive fraudulent account scandal, and the company has yet to change how they treat their workers. CWA’s Committee for Better Banks continues to put public pressure on Wells Fargo to address the serious issues that bank workers have raised. Check out what Wells Fargo employee Meggan Halvorson told the Guardian here:  https://cwa-union.org/news/bank-workers-keep-pressure-on-wells-fargo"", 'Two years ago, CWA’s Committee for Better Banks helped expose the high-pressure sales practices at Wells Fargo and employees say the bank has not changed its culture of fear and intimidation. Internal documents support the claims from the 27,000 surveyed employees who were asked what their biggest concerns were about the bank. It’s time to hold Wells Fargo accountable! https://www.nytimes.com/2019/03/09/business/wells-fargo-sales-culture.html', 'CWA’s Committee for Better Banks continues to speak out about the toxic culture at Wells Fargo! Bank workers gathered in DC to deliver 15,000 signed petitions that call on Wells Fargo CEO Tim Sloan to meet with the Committee for Better Banks to address the high-pressure sales goals that originally led to the Wells Fargo fake account scandal. Thanks to Senator Sherrod Brown and Rep. Chuy Garcia for standing with these working families! Check out with these workers had to say and photos from the action: https://cwa-union.org/news/front-line-bank-workers-say-toxic-culture-hasnt-changed-wells-fargo']"
251,77,251_laboragainstcancer_ncffightagainstcancer_advocacy_raise,"['laboragainstcancer', 'ncffightagainstcancer', 'advocacy', 'raise', 'members', 'support', 'komen', 'local', 'campaign', 'patients']","['Labor Against Cancer will raise much needed funds to advance research and patient support in partnership with The Leukemia & Lymphoma Society while raising awareness of the important role that union members play each and every day - please consider donating today!\n\nhttp://www.lls.org/labor-against-cancer#donate-now', 'This month is Breast Cancer Awareness Month, and District Council 9 participated in the American Cancer Society Making Strides Against Breast Cancer Walk of Central Park. \n\nWe thank all the members and their families who showed up to raise awareness and money for Breast Cancer research and support services. This is what unions are all about- caring for one another!', 'Anyone who’s been affected by cancer knows that more is never enough. That’s why, after thirty-five years of partnership and over $83 million dollars raised, UFCW and The Leukemia and Lymphoma Society (LLS) are launching Labor Against Cancer, expanding our efforts to raise funds for the battle against blood cancers. Give today and help us end cancer for good! http://bit.ly/2wWLDET']"
252,77,252_jobs_protests_industrial_cleanerfutureccs,"['jobs', 'protests', 'industrial', 'cleanerfutureccs', 'environmental', 'technology', 'volunteer', 'communities', 'pipeline', 'boilermakers']","['Check out the inspiring action that took place this past weekend. Nurses continue to stand with Standing Rock in opposing the Dakota Access Pipeline (DAPL) project. Water is life! #NoDAPL', ""Watch this Medic's report from #NoDAPL in North Dakota where members of the Standing Rock Sioux Tribe, other First Nations, environmental activists, and other water protectors are participating in protests against the Dakota Access pipeline project. \n\nRNRN - a project of NNU - is helping to set up a health clinic there. To donate, go to http://bit.ly/2e3gQOl"", 'Make the call! Stand with the water protectors at Sacred Stone Camp to oppose the Dakota Access Pipeline. Water is life! #NoDAPL']"
253,76,253_union_mtvnewsunion_unionstrong_toimmigrantswithlove,"['union', 'mtvnewsunion', 'unionstrong', 'toimmigrantswithlove', 'steelworker', 'directors', 'unionvalentine', 'partner', 'our', 'buyunionmade']","['Happy Valentine’s Day! 🌹 ❤️', ""We ❤ our union. Happy Valentine'a Day!"", ""Happy Valentine's Day! We love our members; they make our union strong!""]"
254,75,254_us_workers_we_freedom,"['us', 'workers', 'we', 'freedom', 'our', 'voting', 'uswunity', 'united', 'featuring', 'communities']","['""Abortion is healthcare. We need to protect the workers and the patients.""', 'In one of the most stunning reversals in the modern era of the US Supreme Court, a majority of the Court overturned a nearly 50-year precedent in Roe v. Wade and gave states a license to ban abortion. This ruling is an attack on women’s reproductive health and a dangerous setback for fundamental human rights.\n\nThe International Executive Board of the American Federation of Musicians of the United States and Canada believes that everyone should be able to make their own decisions concerning their reproductive rights, health, and future. We are at a time in our country’s history when voting is more important than ever. Our elected officials are making decisions that impact us for generations to come.\n\nAs we head into mid-term elections and prepare for the 2024 national election, ask your elected officials and local candidates where they stand on reproductive rights, demand commitments to protecting abortion access, and spread the word to other voters. Among the states banning abortion are those least likely to provide access to health care for low-income families and adequate safeguards for our most vulnerable children.\n\nAs a society, we must do better than this. We remain optimistic that we will see once again a future where every person is guaranteed access to quality and comprehensive reproductive care.\n\nhttps://www.afm.org/2022/06/afm-statement-on-supreme-court-decision-overturning-roe-v-wade/', 'Today, abortion activists stood outside the Supreme Court to demand protection for emergency abortion care rights. This case is crucial as it has nationwide implications and is part of a broader plan to restrict abortion access. Abortion rights are essential — always!']"
